iso3,month,hdx_alert_level,hdx_value
ZMB,2020-07-01,['High concern'],0.05
ZMB,2021-05-01,['High concern'],52.0
ZMB,2022-01-01,['Medium concern'],1.0
ZMB,2022-02-01,['Medium concern'],16.0
ZMB,2023-05-01,['High concern'],3.0
ZMB,2023-09-01,['Medium concern'],0.23
ZMB,2024-01-01,"['Medium concern', 'High concern']",4.2
ZMB,2024-03-01,['High concern'],2.0
ZMB,2024-08-01,['High concern'],3.6
ZMB,2024-12-01,['High concern'],148322.90322580645
ZMB,2025-01-01,['Medium concern'],1.0
ZWE,2016-12-01,['Medium concern'],1.0
ZWE,2018-01-01,['Medium concern'],1.0
ZWE,2018-12-01,['Medium concern'],1.0
ZWE,2019-03-01,"['High concern', 'Medium concern']",56890.88888888889
ZWE,2019-06-01,['High concern'],0.12
ZWE,2020-01-01,['High concern'],2.0
ZWE,2020-02-01,['High concern'],0.11
ZWE,2020-10-01,['High concern'],0.11
ZWE,2021-12-01,['Medium concern'],3.7
ZWE,2022-03-01,['Medium concern'],1.0
ZWE,2022-05-01,['High concern'],79.0
ZWE,2022-11-01,['High concern'],3.9
ZWE,2024-03-01,"['Medium concern', 'High concern']",18.6
ZWE,2025-01-01,['Medium concern'],1.0
