iso3,month,inform_severity_index
TCD,2021-12-01,4.2
TCD,2022-01-01,4.2
TCD,2022-02-01,4.2
THA,2019-02-01,1.2
THA,2019-03-01,1.2
THA,2019-04-01,1.4
THA,2019-05-01,1.4
THA,2019-06-01,1.4
THA,2019-07-01,1.4
THA,2019-08-01,1.4
THA,2019-09-01,1.4
THA,2019-10-01,1.4
TTO,2019-02-01,0.9
TTO,2019-03-01,0.9
TTO,2019-04-01,2.5
TTO,2019-05-01,2.5
TTO,2019-06-01,2.5
TTO,2019-07-01,2.5
TTO,2019-08-01,2.5
TTO,2019-09-01,2.5
TTO,2019-10-01,2.5
TTO,2019-11-01,3.5
TTO,2019-12-01,3.6
TTO,2020-01-01,3.6
TTO,2020-02-01,3.5
TTO,2020-03-01,3.6
TTO,2020-04-01,3.6
TTO,2020-05-01,3.6
TTO,2020-06-01,3.6
TTO,2020-07-01,3.6
TTO,2020-08-01,3.6
TTO,2020-09-01,3.6
TTO,2020-10-01,3.6
TTO,2020-11-01,3.8
TTO,2021-02-01,3.8
TTO,2021-03-01,3.8
TTO,2021-04-01,3.8
TTO,2021-05-01,3.8
TTO,2021-06-01,3.7
TTO,2021-07-01,3.7
TTO,2021-08-01,3.7
TTO,2021-09-01,3.7
TTO,2021-10-01,3.9
TTO,2021-11-01,3.9
TTO,2021-12-01,3.9
TTO,2022-01-01,3.9
TUR,2019-05-01,3.8499999999999996
TUR,2019-06-01,3.6
TUR,2019-07-01,3.55
TUR,2019-08-01,3.575
TUR,2019-09-01,3.575
TUR,2019-10-01,3.6666666666666665
TUR,2019-11-01,4.2
TUR,2019-12-01,4.2
TUR,2020-01-01,4.2
TUR,2020-02-01,4.2
TUR,2020-03-01,4.2
TUR,2020-04-01,4.2
TUR,2020-05-01,4.2
TUR,2020-06-01,4.0
TUR,2020-07-01,4.0
TUR,2020-08-01,4.0
TUR,2020-09-01,4.0
TUR,2020-10-01,4.0
TUR,2021-02-01,4.5
TUR,2021-03-01,4.5
TUR,2021-04-01,4.5
TUR,2021-05-01,4.5
TUR,2021-06-01,4.6
TUR,2021-07-01,4.6
TUR,2021-08-01,4.6
TUR,2021-09-01,3.8499999999999996
TUR,2021-10-01,3.9
TUR,2021-11-01,3.9
TUR,2021-12-01,3.8
TUR,2022-01-01,3.8
TZA,2019-01-01,1.5
TZA,2019-06-01,2.1
TZA,2020-02-01,3.5
TZA,2020-03-01,3.5
TZA,2020-04-01,3.5
TZA,2020-05-01,3.5
TZA,2020-06-01,3.5
TZA,2020-08-01,3.5
TZA,2021-05-01,3.6
TZA,2021-06-01,3.9
TZA,2021-07-01,3.6
TZA,2021-08-01,3.6
TZA,2021-09-01,3.6
TZA,2021-10-01,3.5
TZA,2021-11-01,3.6
TZA,2021-12-01,3.6
VEN,2019-01-01,4.2
VEN,2019-04-01,3.6
VEN,2019-05-01,3.6
VEN,2019-06-01,3.6
VEN,2019-07-01,3.6
VEN,2019-08-01,3.6
VEN,2019-09-01,3.6
VEN,2019-10-01,3.6
VEN,2019-11-01,3.5
VEN,2019-12-01,3.6
VEN,2020-01-01,3.6
VEN,2020-02-01,3.5
VEN,2020-03-01,3.6
VEN,2020-04-01,3.6
VEN,2020-05-01,3.6
VEN,2020-06-01,3.6
VEN,2020-07-01,3.6
VEN,2020-08-01,3.6
VEN,2020-09-01,3.6
VEN,2020-10-01,3.6
VEN,2020-11-01,3.8
VEN,2021-02-01,3.8
VEN,2021-03-01,3.8
VEN,2021-04-01,3.8
VEN,2021-05-01,3.8
VEN,2021-06-01,3.7
VEN,2021-07-01,3.7
VEN,2021-08-01,3.7
VEN,2021-09-01,3.7
VEN,2021-10-01,3.9
VEN,2021-11-01,3.9
VEN,2021-12-01,3.9
VEN,2022-01-01,3.9
YEM,2019-01-01,4.2
ZMB,2020-02-01,3.5
ZMB,2020-03-01,3.5
ZMB,2020-04-01,3.5
ZMB,2020-05-01,3.5
ZMB,2020-06-01,3.5
ZMB,2020-08-01,3.5
ZMB,2021-05-01,3.6
ZMB,2021-06-01,3.9
ZMB,2021-07-01,3.6
ZMB,2021-08-01,3.6
ZMB,2021-09-01,3.6
ZMB,2021-10-01,3.5
ZMB,2021-11-01,3.6
ZMB,2021-12-01,3.6
ZWE,2020-02-01,3.5
ZWE,2020-03-01,3.5
ZWE,2020-04-01,3.5
ZWE,2020-05-01,3.5
ZWE,2020-06-01,3.5
ZWE,2020-08-01,3.5
ZWE,2021-05-01,3.6
ZWE,2021-06-01,3.9
ZWE,2021-07-01,3.6
ZWE,2021-08-01,3.6
ZWE,2021-09-01,3.6
ZWE,2021-10-01,3.5
ZWE,2021-11-01,3.6
ZWE,2021-12-01,3.6
AFG,2025-05-01,4.5
AGO,2025-05-01,3.2
BDI,2025-05-01,2.55
BEN,2025-05-01,2.4
BFA,2025-05-01,4.2
BGD,2025-05-01,3.2
BGR,2025-05-01,1.5
BLR,2025-05-01,1.9
BOL,2025-05-01,2.9
BRA,2025-05-01,2.5
CAF,2025-05-01,4.0
CHL,2025-05-01,2.8
CIV,2025-05-01,2.3
CMR,2025-05-01,3.233333333333333
COD,2025-05-01,4.3
COL,2025-05-01,3.65
CRI,2025-05-01,2.2
CZE,2025-05-01,1.9
DJI,2025-05-01,2.05
DOM,2025-05-01,1.8
DZA,2025-05-01,2.55
ECU,2025-05-01,2.6333333333333333
EGY,2025-05-01,2.2
ERI,2025-05-01,3.0
ESP,2025-05-01,1.6
EST,2025-05-01,1.2
ETH,2025-05-01,3.8000000000000003
GRC,2025-05-01,2.3
GTM,2025-05-01,3.3
HND,2025-05-01,3.4
HTI,2025-05-01,4.4
HUN,2025-05-01,1.5
IRN,2025-05-01,3.8
IRQ,2025-05-01,2.8
ITA,2025-05-01,1.7
JOR,2025-05-01,2.9
KEN,2025-05-01,3.15
LBN,2025-05-01,3.65
LBY,2025-05-01,3.2
LSO,2025-05-01,2.1
LTU,2025-05-01,1.3
LVA,2025-05-01,1.3
MAR,2025-05-01,1.7
MDA,2025-05-01,1.6
MDG,2025-05-01,2.6
MEX,2025-05-01,2.9
MLI,2025-05-01,4.3
MMR,2025-05-01,4.075
MOZ,2025-05-01,3.266666666666667
MRT,2025-05-01,2.65
MWI,2025-05-01,3.4
MYS,2025-05-01,1.7
NAM,2025-05-01,2.5
NER,2025-05-01,3.075
NGA,2025-05-01,3.475
PAK,2025-05-01,4.0
PAN,2025-05-01,2.6
PER,2025-05-01,3.3
PHL,2025-05-01,2.0
PNG,2025-05-01,1.9
POL,2025-05-01,2.2
PRK,2025-05-01,4.1
PSE,2025-05-01,3.85
ROU,2025-05-01,1.9
RUS,2025-05-01,2.7
RWA,2025-05-01,2.5
SDN,2025-05-01,4.7
SEN,2025-05-01,2.8
SLV,2025-05-01,3.0
SOM,2025-05-01,3.25
SSD,2025-05-01,4.5
SVK,2025-05-01,1.7
SWZ,2025-05-01,2.4
SYR,2025-05-01,4.6
TCD,2025-05-01,3.175
TGO,2025-05-01,2.3
THA,2025-05-01,2.2
TTO,2025-05-01,1.5
TUN,2025-05-01,1.8
TUR,2025-05-01,2.8333333333333335
TZA,2025-05-01,2.25
UGA,2025-05-01,3.4
UKR,2025-05-01,4.3
VEN,2025-05-01,3.9
YEM,2025-05-01,3.4499999999999997
ZMB,2025-05-01,3.3
ZWE,2025-05-01,3.6
AFG,2025-06-01,4.5
AGO,2025-06-01,3.1
BDI,2025-06-01,2.5999999999999996
BEN,2025-06-01,2.3
BFA,2025-06-01,4.1
BGD,2025-06-01,3.2
BLR,2025-06-01,1.8
BOL,2025-06-01,2.9
BRA,2025-06-01,2.5
CAF,2025-06-01,4.0
CHL,2025-06-01,2.8
CIV,2025-06-01,2.2
CMR,2025-06-01,3.1666666666666665
COD,2025-06-01,4.3
COL,2025-06-01,3.65
CRI,2025-06-01,2.2
DJI,2025-06-01,2.0
DOM,2025-06-01,1.8
DZA,2025-06-01,2.6
ECU,2025-06-01,2.766666666666667
EGY,2025-06-01,2.2
ERI,2025-06-01,3.0
ESP,2025-06-01,1.6
ETH,2025-06-01,3.5999999999999996
GRC,2025-06-01,2.3
GTM,2025-06-01,3.2
HND,2025-06-01,3.4
HTI,2025-06-01,4.4
IDN,2025-06-01,2.5
IND,2025-06-01,2.1
IRN,2025-06-01,3.9
IRQ,2025-06-01,3.5
ITA,2025-06-01,1.8
JOR,2025-06-01,3.0
KEN,2025-06-01,3.05
LBN,2025-06-01,3.5
LBY,2025-06-01,3.2
LSO,2025-06-01,2.2
MAR,2025-06-01,1.7
MDA,2025-06-01,2.2
MDG,2025-06-01,2.7
MEX,2025-06-01,2.8
MLI,2025-06-01,4.3
MMR,2025-06-01,4.175
MOZ,2025-06-01,3.133333333333333
MRT,2025-06-01,2.5999999999999996
MWI,2025-06-01,3.5
MYS,2025-06-01,1.7
NAM,2025-06-01,2.5
NER,2025-06-01,2.8
NGA,2025-06-01,3.6
NIC,2025-06-01,2.5
PAK,2025-06-01,3.4000000000000004
PAN,2025-06-01,2.6
PER,2025-06-01,3.2
PHL,2025-06-01,2.1
PNG,2025-06-01,1.8
PRK,2025-06-01,3.7
PSE,2025-06-01,3.9000000000000004
RUS,2025-06-01,2.7
RWA,2025-06-01,2.5
SDN,2025-06-01,4.7
SEN,2025-06-01,3.1
SLV,2025-06-01,2.9
SOM,2025-06-01,3.2
SSD,2025-06-01,4.0
SWZ,2025-06-01,2.4
SYR,2025-06-01,4.5
TCD,2025-06-01,3.15
TGO,2025-06-01,2.3
THA,2025-06-01,2.1
TTO,2025-06-01,1.5
TUN,2025-06-01,1.9
TUR,2025-06-01,2.9
TZA,2025-06-01,2.15
UGA,2025-06-01,3.3
UKR,2025-06-01,4.3
VEN,2025-06-01,3.8
YEM,2025-06-01,3.5
ZMB,2025-06-01,3.3
ZWE,2025-06-01,3.6
AFG,2025-07-01,4.5
AGO,2025-07-01,3.1
BDI,2025-07-01,2.55
BEN,2025-07-01,2.3
BFA,2025-07-01,4.1
BGD,2025-07-01,3.2
BLR,2025-07-01,1.7
BOL,2025-07-01,2.9
BRA,2025-07-01,2.5
CAF,2025-07-01,4.0
CHL,2025-07-01,2.5
CIV,2025-07-01,2.1
CMR,2025-07-01,3.266666666666667
COD,2025-07-01,4.3
COL,2025-07-01,3.65
CRI,2025-07-01,2.2
DJI,2025-07-01,1.95
DOM,2025-07-01,1.9
DZA,2025-07-01,2.45
ECU,2025-07-01,2.733333333333333
EGY,2025-07-01,2.2
ERI,2025-07-01,3.0
ESP,2025-07-01,1.5
ETH,2025-07-01,3.5999999999999996
GRC,2025-07-01,2.3
GTM,2025-07-01,3.3
HND,2025-07-01,3.4
HTI,2025-07-01,4.4
IDN,2025-07-01,2.5
IND,2025-07-01,2.3
IRN,2025-07-01,3.9
IRQ,2025-07-01,3.4
ITA,2025-07-01,1.7
JOR,2025-07-01,3.0
KEN,2025-07-01,3.15
LBN,2025-07-01,3.5
LBY,2025-07-01,3.05
LSO,2025-07-01,2.2
MAR,2025-07-01,1.5
MDA,2025-07-01,2.2
MDG,2025-07-01,2.7
MEX,2025-07-01,2.8
MLI,2025-07-01,4.3
MMR,2025-07-01,4.2
MOZ,2025-07-01,3.133333333333333
MRT,2025-07-01,2.45
MWI,2025-07-01,3.4
MYS,2025-07-01,1.7
NAM,2025-07-01,2.5
NER,2025-07-01,2.95
NGA,2025-07-01,3.6500000000000004
PAK,2025-07-01,3.7
PAN,2025-07-01,2.5
PER,2025-07-01,3.2
PHL,2025-07-01,2.2
PNG,2025-07-01,1.8
PRK,2025-07-01,3.7
PSE,2025-07-01,3.9000000000000004
RWA,2025-07-01,2.5
SDN,2025-07-01,4.7
SEN,2025-07-01,3.0
SLV,2025-07-01,2.9
SOM,2025-07-01,3.2
SSD,2025-07-01,4.0
SWZ,2025-07-01,2.4
SYR,2025-07-01,4.5
TCD,2025-07-01,3.275
TGO,2025-07-01,2.3
THA,2025-07-01,2.1
TTO,2025-07-01,1.4
TUN,2025-07-01,1.7
TUR,2025-07-01,2.75
TZA,2025-07-01,2.15
UGA,2025-07-01,3.3
UKR,2025-07-01,4.3
VEN,2025-07-01,3.8
YEM,2025-07-01,3.5
ZMB,2025-07-01,3.3
ZWE,2025-07-01,3.6
AFG,2025-08-01,4.5
AGO,2025-08-01,3.2
BDI,2025-08-01,2.65
BEN,2025-08-01,2.3
BFA,2025-08-01,4.1
BGD,2025-08-01,3.2
BLR,2025-08-01,1.7
BOL,2025-08-01,2.9
BRA,2025-08-01,2.5
CAF,2025-08-01,4.0
CHL,2025-08-01,2.6
CIV,2025-08-01,2.1
CMR,2025-08-01,3.3333333333333335
COD,2025-08-01,4.2
COL,2025-08-01,3.5999999999999996
CRI,2025-08-01,2.2
DJI,2025-08-01,1.95
DOM,2025-08-01,2.0
DZA,2025-08-01,2.3499999999999996
ECU,2025-08-01,2.6666666666666665
EGY,2025-08-01,2.2
ERI,2025-08-01,3.0
ESP,2025-08-01,1.5
ETH,2025-08-01,3.5999999999999996
GHA,2025-08-01,2.4
GRC,2025-08-01,2.3
GTM,2025-08-01,3.3
HND,2025-08-01,3.4
HTI,2025-08-01,4.4
IDN,2025-08-01,2.5
IND,2025-08-01,2.3
IRN,2025-08-01,3.9
IRQ,2025-08-01,3.4
ITA,2025-08-01,1.7
JOR,2025-08-01,3.0
KEN,2025-08-01,3.15
LBN,2025-08-01,3.5
LBY,2025-08-01,3.0
LSO,2025-08-01,2.2
MAR,2025-08-01,1.5
MDA,2025-08-01,2.1
MDG,2025-08-01,2.7
MEX,2025-08-01,2.8
MLI,2025-08-01,4.3
MMR,2025-08-01,4.2
MOZ,2025-08-01,3.133333333333333
MRT,2025-08-01,2.45
MWI,2025-08-01,3.4
MYS,2025-08-01,1.6
NAM,2025-08-01,2.6
NER,2025-08-01,3.05
NGA,2025-08-01,3.6500000000000004
PAK,2025-08-01,3.7
PAN,2025-08-01,2.5
PER,2025-08-01,3.3
PHL,2025-08-01,2.1
PNG,2025-08-01,1.8
PRK,2025-08-01,3.7
PSE,2025-08-01,3.9000000000000004
RWA,2025-08-01,2.5
SDN,2025-08-01,4.7
SEN,2025-08-01,3.0
SLV,2025-08-01,2.9
SOM,2025-08-01,3.2
SSD,2025-08-01,4.0
SWZ,2025-08-01,2.3
SYR,2025-08-01,4.5
TCD,2025-08-01,3.175
TGO,2025-08-01,2.4
THA,2025-08-01,2.1
TTO,2025-08-01,1.4
TUN,2025-08-01,1.7
TUR,2025-08-01,2.85
TZA,2025-08-01,2.15
UGA,2025-08-01,3.3
UKR,2025-08-01,4.3
VEN,2025-08-01,3.8
YEM,2025-08-01,3.5
ZMB,2025-08-01,3.3
ZWE,2025-08-01,3.6
AFG,2025-09-01,4.0
AGO,2025-09-01,3.2
BDI,2025-09-01,2.65
BEN,2025-09-01,2.3
BFA,2025-09-01,4.1
BGD,2025-09-01,3.2
BLR,2025-09-01,1.7
BOL,2025-09-01,2.9
BRA,2025-09-01,2.5
CAF,2025-09-01,4.0
CHL,2025-09-01,2.6
CIV,2025-09-01,2.1
CMR,2025-09-01,3.3333333333333335
COD,2025-09-01,4.5
COL,2025-09-01,3.65
CRI,2025-09-01,2.0
DJI,2025-09-01,1.95
DOM,2025-09-01,2.0
DZA,2025-09-01,2.45
ECU,2025-09-01,2.6666666666666665
EGY,2025-09-01,2.2
ERI,2025-09-01,3.0
ESP,2025-09-01,1.5
ETH,2025-09-01,3.5999999999999996
GHA,2025-09-01,2.4
GRC,2025-09-01,2.3
GTM,2025-09-01,3.3
HND,2025-09-01,3.4
HTI,2025-09-01,4.5
IDN,2025-09-01,2.5
IND,2025-09-01,2.4
IRN,2025-09-01,3.9
IRQ,2025-09-01,3.4
ITA,2025-09-01,1.7
JOR,2025-09-01,3.0
KEN,2025-09-01,3.0999999999999996
LBN,2025-09-01,3.5
LBY,2025-09-01,3.1
LSO,2025-09-01,2.2
MAR,2025-09-01,1.5
MDA,2025-09-01,2.1
MDG,2025-09-01,2.7
MEX,2025-09-01,2.8
MLI,2025-09-01,4.3
MMR,2025-09-01,4.2
MOZ,2025-09-01,3.133333333333333
MRT,2025-09-01,2.45
MWI,2025-09-01,3.4
MYS,2025-09-01,1.6
NAM,2025-09-01,2.6
NER,2025-09-01,2.95
NGA,2025-09-01,3.6500000000000004
PAK,2025-09-01,3.466666666666667
PAN,2025-09-01,2.5
PER,2025-09-01,3.0
PHL,2025-09-01,2.1
PNG,2025-09-01,1.8
PRK,2025-09-01,3.7
PSE,2025-09-01,3.9000000000000004
RWA,2025-09-01,2.5
SDN,2025-09-01,4.7
SEN,2025-09-01,3.0
SLV,2025-09-01,2.9
SOM,2025-09-01,3.2
SSD,2025-09-01,4.0
SWZ,2025-09-01,2.3
SYR,2025-09-01,4.5
TCD,2025-09-01,3.175
TGO,2025-09-01,2.3
THA,2025-09-01,2.1
TTO,2025-09-01,1.3
TUN,2025-09-01,1.7
TUR,2025-09-01,3.2
TZA,2025-09-01,2.15
UGA,2025-09-01,3.3
UKR,2025-09-01,4.3
VEN,2025-09-01,3.8
YEM,2025-09-01,3.5999999999999996
ZMB,2025-09-01,3.3
ZWE,2025-09-01,3.6
AFG,2025-10-01,3.85
AGO,2025-10-01,3.2
BDI,2025-10-01,2.5
BEN,2025-10-01,2.3
BFA,2025-10-01,4.0
BGD,2025-10-01,3.1
BLR,2025-10-01,1.6
BRA,2025-10-01,2.5
CAF,2025-10-01,4.0
CHL,2025-10-01,2.6
CIV,2025-10-01,2.1
CMR,2025-10-01,3.3666666666666667
COD,2025-10-01,4.5
COL,2025-10-01,3.5999999999999996
CRI,2025-10-01,2.25
CUB,2025-10-01,3.1
DJI,2025-10-01,1.95
DOM,2025-10-01,2.0
DZA,2025-10-01,2.4
ECU,2025-10-01,2.6666666666666665
EGY,2025-10-01,2.2
ERI,2025-10-01,2.9
ESP,2025-10-01,1.5
ETH,2025-10-01,3.5999999999999996
GHA,2025-10-01,2.4
GRC,2025-10-01,2.1
GTM,2025-10-01,3.3
HND,2025-10-01,3.4
HTI,2025-10-01,4.4
IDN,2025-10-01,2.4
IND,2025-10-01,2.4
IRN,2025-10-01,3.6
IRQ,2025-10-01,3.1
ITA,2025-10-01,1.8
JAM,2025-10-01,2.3
JOR,2025-10-01,2.9
KEN,2025-10-01,3.0
LBN,2025-10-01,3.25
LBY,2025-10-01,2.95
LSO,2025-10-01,2.2
MAR,2025-10-01,1.5
MDA,2025-10-01,2.1
MDG,2025-10-01,2.8
MEX,2025-10-01,2.8
MLI,2025-10-01,4.3
MMR,2025-10-01,4.2
MOZ,2025-10-01,3.133333333333333
MRT,2025-10-01,2.45
MWI,2025-10-01,3.4
MYS,2025-10-01,1.5
NAM,2025-10-01,2.6
NER,2025-10-01,3.6
NGA,2025-10-01,3.35
PAK,2025-10-01,3.3666666666666667
PAN,2025-10-01,2.5
PER,2025-10-01,3.0
PHL,2025-10-01,2.0
PNG,2025-10-01,1.5
PRK,2025-10-01,3.6
PSE,2025-10-01,3.9000000000000004
RWA,2025-10-01,2.4
SDN,2025-10-01,4.4
SEN,2025-10-01,3.0
SLV,2025-10-01,2.9
SOM,2025-10-01,3.05
SSD,2025-10-01,3.9
SWZ,2025-10-01,2.4
SYR,2025-10-01,4.3
TCD,2025-10-01,3.175
TGO,2025-10-01,2.3
THA,2025-10-01,2.1
TTO,2025-10-01,1.3
TUN,2025-10-01,1.6
TUR,2025-10-01,3.05
TZA,2025-10-01,2.15
UGA,2025-10-01,3.1
UKR,2025-10-01,4.0
VEN,2025-10-01,3.8
YEM,2025-10-01,3.1
ZMB,2025-10-01,3.0
ZWE,2025-10-01,3.6
AFG,2025-11-01,4.0
AGO,2025-11-01,3.2
BDI,2025-11-01,2.65
BEN,2025-11-01,2.2
BFA,2025-11-01,4.0
BGD,2025-11-01,3.1500000000000004
BLR,2025-11-01,1.7
BRA,2025-11-01,2.5
CAF,2025-11-01,4.0
CHL,2025-11-01,2.6
CIV,2025-11-01,2.1
CMR,2025-11-01,3.3333333333333335
COD,2025-11-01,4.5
COL,2025-11-01,3.65
CRI,2025-11-01,2.3
CUB,2025-11-01,3.0
DJI,2025-11-01,1.95
DOM,2025-11-01,2.0
DZA,2025-11-01,2.45
ECU,2025-11-01,2.6999999999999997
EGY,2025-11-01,2.2
ERI,2025-11-01,3.0
ESP,2025-11-01,1.5
ETH,2025-11-01,3.5999999999999996
GHA,2025-11-01,2.6
GRC,2025-11-01,2.2
GTM,2025-11-01,3.3
HND,2025-11-01,3.4
HTI,2025-11-01,4.4
IDN,2025-11-01,2.6
IND,2025-11-01,2.6
IRN,2025-11-01,3.9
IRQ,2025-11-01,3.4
ITA,2025-11-01,1.8
JAM,2025-11-01,2.5
JOR,2025-11-01,3.0
KEN,2025-11-01,3.05
LBN,2025-11-01,3.45
LBY,2025-11-01,3.1
LSO,2025-11-01,2.2
MAR,2025-11-01,1.5
MDA,2025-11-01,2.1
MDG,2025-11-01,2.7
MEX,2025-11-01,2.8
MLI,2025-11-01,4.2
MMR,2025-11-01,4.175
MOZ,2025-11-01,3.133333333333333
MRT,2025-11-01,2.45
MWI,2025-11-01,3.2
MYS,2025-11-01,1.7
NAM,2025-11-01,2.6
NER,2025-11-01,3.6
NGA,2025-11-01,3.475
PAK,2025-11-01,3.6666666666666665
PAN,2025-11-01,2.5
PER,2025-11-01,3.0
PHL,2025-11-01,2.5
PNG,2025-11-01,1.7
PRK,2025-11-01,3.8
PSE,2025-11-01,3.85
RWA,2025-11-01,2.4
SDN,2025-11-01,4.7
SEN,2025-11-01,3.0
SLV,2025-11-01,2.9
SOM,2025-11-01,3.15
SSD,2025-11-01,4.1
SWZ,2025-11-01,2.4
SYR,2025-11-01,4.5
TCD,2025-11-01,3.175
TGO,2025-11-01,2.3
THA,2025-11-01,2.1
TTO,2025-11-01,1.3
TUN,2025-11-01,1.7
TUR,2025-11-01,3.2
TZA,2025-11-01,2.15
UGA,2025-11-01,3.2
UKR,2025-11-01,4.2
VEN,2025-11-01,3.8
YEM,2025-11-01,3.3000000000000003
ZMB,2025-11-01,3.1
ZWE,2025-11-01,3.6
AFG,2025-12-01,4.0
AGO,2025-12-01,3.2
BDI,2025-12-01,2.65
BEN,2025-12-01,2.2
BFA,2025-12-01,4.0
BGD,2025-12-01,3.1500000000000004
BLR,2025-12-01,1.7
BRA,2025-12-01,2.5
CAF,2025-12-01,4.0
CHL,2025-12-01,2.6
CIV,2025-12-01,2.1
CMR,2025-12-01,3.3333333333333335
COD,2025-12-01,4.5
COL,2025-12-01,3.65
CRI,2025-12-01,2.3
CUB,2025-12-01,3.0
DJI,2025-12-01,1.95
DOM,2025-12-01,2.0
DZA,2025-12-01,2.45
ECU,2025-12-01,2.6999999999999997
EGY,2025-12-01,2.2
ERI,2025-12-01,3.0
ESP,2025-12-01,1.5
ETH,2025-12-01,3.5999999999999996
GHA,2025-12-01,2.6
GRC,2025-12-01,2.2
GTM,2025-12-01,3.3
HND,2025-12-01,3.4
HTI,2025-12-01,4.4
IDN,2025-12-01,2.6
IND,2025-12-01,2.6
IRN,2025-12-01,3.9
IRQ,2025-12-01,3.4
ITA,2025-12-01,1.8
JAM,2025-12-01,2.5
JOR,2025-12-01,3.0
KEN,2025-12-01,3.05
LBN,2025-12-01,3.45
LBY,2025-12-01,3.1
LKA,2025-12-01,2.4
LSO,2025-12-01,2.2
MAR,2025-12-01,1.5
MDA,2025-12-01,2.1
MDG,2025-12-01,2.7
MEX,2025-12-01,2.8
MLI,2025-12-01,4.2
MMR,2025-12-01,4.175
MOZ,2025-12-01,3.133333333333333
MRT,2025-12-01,2.45
MWI,2025-12-01,3.2
MYS,2025-12-01,1.7
NAM,2025-12-01,2.6
NER,2025-12-01,3.6
NGA,2025-12-01,3.475
PAK,2025-12-01,3.6666666666666665
PAN,2025-12-01,2.5
PER,2025-12-01,3.0
PHL,2025-12-01,2.3000000000000003
PNG,2025-12-01,1.7
PRK,2025-12-01,3.8
PSE,2025-12-01,3.85
RWA,2025-12-01,2.4
SDN,2025-12-01,4.7
SEN,2025-12-01,3.0
SLV,2025-12-01,2.9
SOM,2025-12-01,3.15
SSD,2025-12-01,4.1
SWZ,2025-12-01,2.4
SYR,2025-12-01,4.5
TCD,2025-12-01,3.175
TGO,2025-12-01,2.3
THA,2025-12-01,2.1
TTO,2025-12-01,1.3
TUN,2025-12-01,1.7
TUR,2025-12-01,3.2
TZA,2025-12-01,2.15
UGA,2025-12-01,3.2
UKR,2025-12-01,4.2
VEN,2025-12-01,3.8
YEM,2025-12-01,3.3000000000000003
ZMB,2025-12-01,3.1
ZWE,2025-12-01,3.6
AFG,2026-01-01,4.5
AGO,2026-01-01,3.3
BDI,2026-01-01,2.95
BEN,2026-01-01,2.2
BFA,2026-01-01,4.1
BGD,2026-01-01,3.1500000000000004
BLR,2026-01-01,1.7
BRA,2026-01-01,2.5
CAF,2026-01-01,3.8
CHL,2026-01-01,2.3
CIV,2026-01-01,2.2
CMR,2026-01-01,3.3333333333333335
COD,2026-01-01,4.4
COL,2026-01-01,3.5
CRI,2026-01-01,1.75
CUB,2026-01-01,3.0
DJI,2026-01-01,1.95
DOM,2026-01-01,1.9
DZA,2026-01-01,2.45
ECU,2026-01-01,2.6
EGY,2026-01-01,2.2
ERI,2026-01-01,3.0
ESP,2026-01-01,1.5
ETH,2026-01-01,3.6500000000000004
GHA,2026-01-01,2.6
GRC,2026-01-01,2.2
GTM,2026-01-01,3.3
HND,2026-01-01,3.4
HTI,2026-01-01,4.5
IDN,2026-01-01,2.4000000000000004
IND,2026-01-01,2.6
IRN,2026-01-01,3.9
IRQ,2026-01-01,3.4
ITA,2026-01-01,1.8
JAM,2026-01-01,2.5
JOR,2026-01-01,3.0
KEN,2026-01-01,3.05
KHM,2026-01-01,2.1
LBN,2026-01-01,3.55
LBY,2026-01-01,3.1500000000000004
LKA,2026-01-01,3.1
LSO,2026-01-01,2.2
MAR,2026-01-01,1.6
MDA,2026-01-01,2.1
MDG,2026-01-01,2.7
MEX,2026-01-01,2.8
MLI,2026-01-01,4.3
MMR,2026-01-01,4.175
MOZ,2026-01-01,3.1666666666666665
MRT,2026-01-01,2.5
MWI,2026-01-01,3.2
MYS,2026-01-01,1.7
NAM,2026-01-01,2.6
NER,2026-01-01,3.6
NGA,2026-01-01,3.4250000000000003
PAK,2026-01-01,3.6333333333333333
PAN,2026-01-01,1.7
PER,2026-01-01,3.0
PHL,2026-01-01,2.1333333333333333
PNG,2026-01-01,1.7
PRK,2026-01-01,3.8
PSE,2026-01-01,3.75
RWA,2026-01-01,2.4
SDN,2026-01-01,4.7
SEN,2026-01-01,2.5
SLV,2026-01-01,2.8
SOM,2026-01-01,3.15
SSD,2026-01-01,4.1
SWZ,2026-01-01,2.4
SYR,2026-01-01,4.5
TCD,2026-01-01,3.175
TGO,2026-01-01,2.2
THA,2026-01-01,2.4
TTO,2026-01-01,1.3
TUN,2026-01-01,1.7
TUR,2026-01-01,3.15
TZA,2026-01-01,2.2
UGA,2026-01-01,3.2
UKR,2026-01-01,4.3
VEN,2026-01-01,3.8
YEM,2026-01-01,3.3333333333333335
ZMB,2026-01-01,3.1
ZWE,2026-01-01,3.6
AFG,2026-02-01,9.1
AGO,2026-02-01,6.6
BDI,2026-02-01,6.0
BEN,2026-02-01,4.4
BFA,2026-02-01,8.0
BGD,2026-02-01,6.4
BLR,2026-02-01,3.4
BRA,2026-02-01,5.1
CAF,2026-02-01,7.9
CHL,2026-02-01,5.0
CIV,2026-02-01,4.3
CMR,2026-02-01,6.566666666666666
COD,2026-02-01,9.0
COL,2026-02-01,7.3500000000000005
CRI,2026-02-01,3.75
CUB,2026-02-01,6.25
DJI,2026-02-01,4.6
DOM,2026-02-01,4.1
DZA,2026-02-01,5.25
ECU,2026-02-01,5.466666666666666
